tên hồ,Thời điểm,htl,dbt,hc,Qve,Tqx,Qxt,Qxm,Ncxs,Ncxm
Huội Quảng,08/01 23:00,369.5,370,368,28.1,0.0,0,0.0,0,0
Sơn La,08/01 23:00,210.3,215,175,190.0,463.0,0,463.0,0,0
Hòa Bình,08/01 23:00,114.15,117,80,2244.0,1944.0,0,1944.0,0,0
Thác Bà,08/01 23:00,55.84,58,46,20.0,439.55,0,439.55,0,0
Lai Châu,09/01 22:00,285.38,295,265,631.0,0.0,0,0.0,0,0
Bản Chát,09/01 23:00,470.72,475,431,21.0,56.6,0,56.6,0,0
Huội Quảng,09/01 23:00,369.56,370,368,79.2,85.3,0,85.3,0,0
Sơn La,09/01 23:00,209.99,215,175,966.0,693.0,0,693.0,0,0
Hòa Bình,09/01 23:00,114.2,117,80,1956.0,256.0,0,256.0,0,0
Thác Bà,09/01 23:00,55.68,58,46,25.0,286.97,0,286.97,0,0
Lai Châu,10/01 23:00,286.3,295,265,542.0,0.0,0,0.0,0,0
Bản Chát,10/01 23:00,470.6,475,431,52.8,88.4,0,88.4,0,0
Huội Quảng,10/01 23:00,369.58,370,368,132.2,138.2,0,138.2,0,0
Sơn La,10/01 23:00,209.58,215,175,532.0,532.0,0,532.0,0,0
Hòa Bình,10/01 22:00,114.3,117,80,1005.0,239.0,0,239.0,0,0
Thác Bà,10/01 23:00,55.61,58,46,42.0,0.0,0,0.0,0,0
Lai Châu,11/01 23:00,284.94,295,265,142.0,792.0,0,792.0,0,0
Bản Chát,11/01 23:00,470.44,475,431,39.2,144.2,0,144.2,0,0
Huội Quảng,11/01 23:00,369.9,370,368,199.7,91.9,0,91.9,0,0
Sơn La,11/01 23:00,209.56,215,175,914.0,617.0,0,617.0,0,0
Hòa Bình,11/01 22:00,114.71,117,80,634.0,241.0,0,241.0,0,0
Thác Bà,11/01 23:00,55.64,58,46,46.0,0.0,0,0.0,0,0
Lai Châu,12/01 23:00,283.73,295,265,223.0,536.0,0,536.0,0,0
Bản Chát,12/01 23:00,470.39,475,431,18.3,0.0,0,0.0,0,0
Huội Quảng,12/01 23:00,369.7,370,368,28.1,0.0,0,0.0,0,0
Sơn La,12/01 23:00,209.56,215,175,950.0,943.0,0,943.0,0,0
Hòa Bình,12/01 22:00,114.8,117,80,651.0,258.0,0,258.0,0,0
Thác Bà,12/01 23:00,55.63,58,46,56.0,0.0,0,0.0,0,0
Lai Châu,13/01 23:00,282.5,295,265,317.0,0.0,0,0.0,0,0
Bản Chát,13/01 23:00,470.22,475,431,32.1,152.5,0,152.5,0,0
Huội Quảng,13/01 23:00,369.43,370,368,147.5,28.4,0,28.4,0,0
Sơn La,13/01 23:00,209.69,215,175,938.0,938.0,0,938.0,0,0
Hòa Bình,13/01 22:00,114.93,117,80,917.0,244.0,0,244.0,0,0
Thác Bà,13/01 23:00,55.63,58,46,58.0,0.0,0,0.0,0,0
Lai Châu,14/01 23:00,282.86,295,265,239.0,0.0,0,0.0,0,0
Bản Chát,14/01 23:00,470.11,475,431,25.0,68.4,0,68.4,0,0
Huội Quảng,14/01 23:00,369.45,370,368,219.3,191.0,0,191.0,0,0
Sơn La,14/01 23:00,209.41,215,175,288.0,1001.0,0,1001.0,0,0
Hòa Bình,14/01 22:00,114.93,117,80,929.0,256.0,0,256.0,0,0
Thác Bà,14/01 23:00,55.61,58,46,42.0,0.0,0,0.0,0,0
Lai Châu,15/01 23:00,282.85,295,265,710.0,0.0,0,0.0,0,0
Bản Chát,15/01 23:00,470.07,475,431,9.6,99.2,0,99.2,0,0
Huội Quảng,15/01 23:00,369.29,370,368,220.4,226.0,0,226.0,0,0
Sơn La,15/01 23:00,209.15,215,175,1674.0,549.0,0,549.0,0,0
Hòa Bình,15/01 22:00,115.19,117,80,895.0,254.0,0,254.0,0,0
Thác Bà,15/01 23:00,55.59,58,46,42.0,0.0,0,0.0,0,0
Lai Châu,16/01 23:00,283.12,295,265,553.0,0.0,0,0.0,0,0
Bản Chát,16/01 23:00,470.05,475,431,21.3,87.8,0,87.8,0,0
Huội Quảng,16/01 23:00,369.18,370,368,67.4,84.9,0,84.9,0,0
Sơn La,16/01 23:00,209.08,215,175,705.0,0.0,0,0.0,0,0
Hòa Bình,16/01 22:00,115.41,117,80,677.0,469.0,0,469.0,0,0
Thác Bà,16/01 23:00,55.63,58,46,110.0,0.0,0,0.0,0,0
Lai Châu,17/01 23:00,283.52,295,265,239.0,0.0,0,0.0,0,0
Bản Chát,17/01 23:00,470.08,475,431,18.2,0.0,0,0.0,0,0
Huội Quảng,17/01 23:00,369.29,370,368,28.1,0.0,0,0.0,0,0
Sơn La,17/01 23:00,209.03,215,175,90.0,37.0,0,37.0,0,0
Hòa Bình,17/01 22:00,115.33,117,80,340.0,226.0,0,226.0,0,0
Thác Bà,17/01 23:00,55.62,58,46,65.0,0.0,0,0.0,0,0
Lai Châu,18/01 23:00,283.87,295,265,396.0,0.0,0,0.0,0,0
Bản Chát,18/01 23:00,470.38,475,431,41.3,0.0,0,0.0,0,0
Huội Quảng,18/01 23:00,369.38,370,368,16.7,0.0,0,0.0,0,0
Sơn La,18/01 23:00,208.97,215,175,1016.0,585.0,0,585.0,0,0
Hòa Bình,18/01 22:00,115.12,117,80,210.0,473.0,0,473.0,0,0
Thác Bà,18/01 23:00,55.61,58,46,69.0,0.0,0,0.0,0,0
Lai Châu,19/01 23:00,284.16,295,265,553.0,0.0,0,0.0,0,0
Bản Chát,19/01 23:00,470.12,475,431,18.2,0.0,0,0.0,0,0
Huội Quảng,19/01 23:00,369.49,370,368,28.1,0.0,0,0.0,0,0
Sơn La,19/01 23:00,208.92,215,175,110.0,110.0,0,110.0,0,0
Hòa Bình,19/01 22:00,114.98,117,80,436.0,229.0,0,229.0,0,0
Thác Bà,19/01 23:00,55.61,58,46,56.0,0.0,0,0.0,0,0
Lai Châu,20/01 23:00,284.45,295,265,239.0,0.0,0,0.0,0,0
Bản Chát,20/01 23:00,470.11,475,431,18.2,0.0,0,0.0,0,0
Huội Quảng,20/01 23:00,369.51,370,368,16.7,0.0,0,0.0,0,0
Sơn La,20/01 23:00,208.94,215,175,110.0,275.0,0,275.0,0,0
Hòa Bình,20/01 22:00,114.72,117,80,184.0,445.0,0,445.0,0,0
Thác Bà,20/01 23:00,55.59,58,46,58.0,0.0,0,0.0,0,0
Lai Châu,21/01 23:00,284.38,295,265,226.0,380.0,0,380.0,0,0
Bản Chát,21/01 23:00,470.01,475,431,35.0,193.9,0,193.9,0,0
Huội Quảng,21/01 23:00,369.03,370,368,259.6,368.0,0,368.0,0,0
Sơn La,21/01 23:00,208.82,215,175,898.0,880.0,0,880.0,0,0
Hòa Bình,21/01 22:00,114.54,117,80,276.0,256.0,0,256.0,0,0
Thác Bà,21/01 23:00,55.59,58,46,58.0,0.0,0,0.0,0,0
Lai Châu,22/01 23:00,284.12,295,265,114.0,191.0,0,191.0,0,0
Bản Chát,22/01 23:00,469.91,475,431,19.1,159.9,0,159.9,0,0
Huội Quảng,22/01 23:00,369.03,370,368,183.6,155.6,0,155.6,0,0
Sơn La,22/01 23:00,208.69,215,175,350.0,581.0,0,581.0,0,0
Hòa Bình,22/01 22:00,114.73,117,80,616.0,466.0,0,466.0,0,0
Thác Bà,22/01 23:00,55.58,58,46,60.0,0.0,0,0.0,0,0
Lai Châu,23/01 23:00,283.48,295,265,60.0,372.0,0,372.0,0,0
Bản Chát,23/01 23:00,469.93,475,431,17.9,0.0,0,0.0,0,0
Huội Quảng,23/01 23:00,369.14,370,368,16.7,0.0,0,0.0,0,0
Sơn La,23/01 23:00,208.59,215,175,591.0,591.0,0,591.0,0,0
Hòa Bình,23/01 22:00,114.93,117,80,927.0,254.0,0,254.0,0,0
Thác Bà,23/01 23:00,55.58,58,46,72.0,0.0,0,0.0,0,0
Lai Châu,24/01 23:00,283.88,295,265,317.0,0.0,0,0.0,0,0
Bản Chát,24/01 23:00,469.96,475,431,33.0,0.0,0,0.0,0,0
Huội Quảng,24/01 23:00,369.24,370,368,16.7,0.0,0,0.0,0,0
Sơn La,24/01 23:00,208.44,215,175,166.0,320.0,0,320.0,0,0
Hòa Bình,24/01 22:00,115.08,117,80,317.0,260.0,0,260.0,0,0
Thác Bà,24/01 23:00,55.59,58,46,47.0,0.0,0,0.0,0,0
Lai Châu,25/01 23:00,284.27,295,265,82.0,0.0,0,0.0,0,0
Bản Chát,25/01 23:00,469.94,475,431,29.0,63.9,0,63.9,0,0
Huội Quảng,25/01 23:00,369.42,370,368,28.1,0.0,0,0.0,0,0
Sơn La,25/01 23:00,208.34,215,175,177.0,232.0,0,232.0,0,0
Hòa Bình,25/01 22:00,115.12,117,80,216.0,761.0,0,761.0,0,0
Thác Bà,25/01 23:00,55.61,58,46,49.0,0.0,0,0.0,0,0
Lai Châu,26/01 23:00,284.49,295,265,82.0,0.0,0,0.0,0,0
Bản Chát,26/01 23:00,469.93,475,431,10.4,0.0,0,0.0,0,0
Huội Quảng,26/01 23:00,369.16,370,368,6.4,35.2,0,35.2,0,0
Sơn La,26/01 23:00,208.21,215,175,265.0,0.0,0,0.0,0,0
Hòa Bình,26/01 22:00,115.01,117,80,650.0,725.0,0,725.0,0,0
Thác Bà,26/01 23:00,55.6,58,46,57.0,0.0,0,0.0,0,0
Lai Châu,27/01 23:00,284.14,295,265,867.0,0.0,0,0.0,0,0
Bản Chát,27/01 23:00,469.78,475,431,33.0,0.0,0,0.0,0,0
Huội Quảng,27/01 23:00,368.87,370,368,16.7,0.0,0,0.0,0,0
Sơn La,27/01 23:00,208.36,215,175,740.0,614.0,0,614.0,0,0
Hòa Bình,27/01 22:00,114.88,117,80,757.0,737.0,0,737.0,0,0
Thác Bà,27/01 23:00,55.6,58,46,53.0,0.0,0,0.0,0,0
Lai Châu,28/01 23:00,284.6,295,265,396.0,0.0,0,0.0,0,0
Bản Chát,28/01 23:00,469.7,475,431,33.0,0.0,0,0.0,0,0
Huội Quảng,28/01 23:00,368.82,370,368,27.8,0.0,0,0.0,0,0
Sơn La,28/01 23:00,208.13,215,175,664.0,664.0,0,664.0,0,0
Hòa Bình,28/01 22:00,114.84,117,80,566.0,266.0,0,266.0,0,0
Thác Bà,28/01 23:00,55.5,58,46,54.0,0.0,0,0.0,0,0
Lai Châu,29/01 23:00,284.42,295,265,317.0,0.0,0,0.0,0,0
Bản Chát,29/01 23:00,469.63,475,431,12.0,9.2,0,9.2,0,0
Huội Quảng,29/01 23:00,368.63,370,368,18.0,35.0,0,35.0,0,0
Sơn La,29/01 23:00,208.25,215,175,1667.0,0.0,0,0.0,0,0
Hòa Bình,29/01 22:00,115.07,117,80,568.0,265.0,0,265.0,0,0
Thác Bà,29/01 23:00,55.47,58,46,61.0,413.59,0,413.59,0,0
Lai Châu,30/01 23:00,283.1,295,265,336.0,964.0,0,964.0,0,0
Bản Chát,30/01 23:00,469.5,475,431,17.9,0.0,0,0.0,0,0
Huội Quảng,30/01 23:00,368.5,370,368,28.1,0.0,0,0.0,0,0
Sơn La,30/01 23:00,208.55,215,175,1389.0,0.0,0,0.0,0,0
Hòa Bình,30/01 23:00,114.04,117,80,1087.0,1908.0,0,1908.0,0,0
Thác Bà,30/01 23:00,55.26,58,46,48.0,448.79,0,448.79,0,0
Lai Châu,31/01 23:00,281.01,295,265,160.0,867.0,0,867.0,0,0
Bản Chát,31/01 23:00,469.44,475,431,17.9,0.0,0,0.0,0,0
Huội Quảng,31/01 23:00,368.11,370,368,5.3,0.0,0,0.0,0,0
Sơn La,31/01 23:00,208.91,215,175,1467.0,0.0,0,0.0,0,0
Hòa Bình,31/01 23:00,113.35,117,80,1105.0,1918.0,0,1918.0,0,0
Thác Bà,31/01 23:00,55.13,58,46,50.0,450.72,0,450.72,0,0
Lai Châu,01/02 23:00,278.98,295,265,565.0,631.0,0,631.0,0,0
Bản Chát,01/02 23:00,469.29,475,431,13.1,169.0,0,169.0,0,0
Huội Quảng,01/02 23:00,368.38,370,368,106.6,0.0,0,0.0,0,0
Sơn La,01/02 23:00,209.3,215,175,1700.0,0.0,0,0.0,0,0
Hòa Bình,01/02 23:00,112.67,117,80,1233.0,1928.0,0,1928.0,0,0
Thác Bà,01/02 23:00,54.95,58,46,40.0,453.34,0,453.34,0,0
Lai Châu,02/02 23:00,277.03,295,265,71.0,0.0,0,0.0,0,0
Bản Chát,02/02 23:00,469.15,475,431,52.8,57.6,0,57.6,0,0
Huội Quảng,02/02 23:00,368.53,370,368,84.1,0.0,0,0.0,0,0
Sơn La,02/02 23:00,209.53,215,175,1111.0,0.0,0,0.0,0,0
Hòa Bình,02/02 23:00,112.13,117,80,1130.0,1935.0,0,1935.0,0,0
Thác Bà,02/02 23:00,54.78,58,46,47.0,452.02,0,452.02,0,0
Lai Châu,03/02 23:00,277.37,295,265,339.0,0.0,0,0.0,0,0
Bản Chát,03/02 23:00,469.06,475,431,17.9,0.0,0,0.0,0,0
Huội Quảng,03/02 23:00,368.55,370,368,16.6,0.0,0,0.0,0,0
Sơn La,03/02 23:00,209.17,215,175,128.0,584.0,0,584.0,0,0
Hòa Bình,03/02 23:00,111.7,117,80,1962.0,1942.0,0,1942.0,0,0
Thác Bà,03/02 23:00,54.62,58,46,49.0,454.48,0,454.48,0,0
Lai Châu,04/02 23:00,277.68,295,265,137.0,0.0,0,0.0,0,0
Bản Chát,04/02 23:00,468.98,475,431,39.8,0.0,0,0.0,0,0
Huội Quảng,04/02 23:00,368.55,370,368,16.6,0.0,0,0.0,0,0
Sơn La,04/02 23:00,208.93,215,175,134.0,65.0,0,65.0,0,0
Hòa Bình,04/02 23:00,111.29,117,80,1968.0,1948.0,0,1948.0,0,0
Thác Bà,04/02 23:00,54.45,58,46,50.0,456.81,0,456.81,0,0
Lai Châu,05/02 23:00,277.99,295,265,3.0,0.0,0,0.0,0,0
Bản Chát,05/02 23:00,468.98,475,431,32.4,0.0,0,0.0,0,0
Huội Quảng,05/02 23:00,368.5,370,368,5.3,0.0,0,0.0,0,0
Sơn La,05/02 23:00,208.76,215,175,863.0,0.0,0,0.0,0,0
Hòa Bình,05/02 23:00,110.83,117,80,1974.0,1954.0,0,1954.0,0,0
Thác Bà,05/02 23:00,54.3,58,46,45.0,455.0,0,455.0,0,0
Lai Châu,06/02 23:00,278.28,295,265,339.0,0.0,0,0.0,0,0
Bản Chát,06/02 23:00,468.93,475,431,79.4,247.0,0,247.0,0,0
Huội Quảng,06/02 23:00,368.33,370,368,219.0,326.3,0,326.3,0,0
Sơn La,06/02 23:00,208.53,215,175,395.0,0.0,0,0.0,0,0
Hòa Bình,06/02 23:00,110.39,117,80,1814.0,984.0,0,984.0,0,0
Thác Bà,06/02 23:00,54.13,58,46,70.0,458.13,0,458.13,0,0
Lai Châu,07/02 23:00,277.38,295,265,336.0,671.0,0,671.0,0,0
Bản Chát,07/02 23:00,468.64,475,431,65.4,247.8,0,247.8,0,0
Huội Quảng,07/02 23:00,368.43,370,368,238.3,368.1,0,368.1,0,0
Sơn La,07/02 23:00,208.33,215,175,1667.0,0.0,0,0.0,0,0
Hòa Bình,07/02 23:00,110.59,117,80,2180.0,270.0,0,270.0,0,0
Thác Bà,07/02 23:00,53.99,58,46,73.0,460.98,0,460.98,0,0
Lai Châu,08/02 23:00,275.85,295,265,178.0,1456.0,0,1456.0,0,0
Bản Chát,08/02 23:00,468.39,475,431,29.0,248.5,0,248.5,0,0
Huội Quảng,08/02 23:00,368.0,370,368,252.9,326.4,0,326.4,0,0
Sơn La,08/02 23:00,208.17,215,175,1860.0,865.0,0,865.0,0,0
Hòa Bình,08/02 22:00,110.62,117,80,361.0,251.0,0,251.0,0,0
Thác Bà,08/02 23:00,53.79,58,46,65.0,460.91,0,460.91,0,0
Lai Châu,09/02 23:00,274.8,295,265,467.0,1377.0,0,1377.0,0,0
Bản Chát,09/02 23:00,468.12,475,431,29.8,249.2,0,249.2,0,0
Huội Quảng,09/02 23:00,368.11,370,368,238.3,368.1,0,368.1,0,0
Sơn La,09/02 23:00,208.02,215,175,1763.0,1107.0,0,1107.0,0,0
Hòa Bình,09/02 22:00,111.07,117,80,88.0,250.0,0,250.0,0,0
Thác Bà,09/02 23:00,53.67,58,46,45.0,455.97,0,455.97,0,0
Lai Châu,10/02 23:00,272.63,295,265,246.0,1497.0,0,1497.0,0,0
Bản Chát,10/02 23:00,467.87,475,431,39.9,247.6,0,247.6,0,0
Huội Quảng,10/02 23:00,368.47,370,368,254.5,282.9,0,282.9,0,0
Sơn La,10/02 23:00,208.28,215,175,1268.0,531.0,0,531.0,0,0
Hòa Bình,10/02 22:00,111.32,117,80,40.0,658.0,0,658.0,0,0
Thác Bà,10/02 23:00,53.57,58,46,67.0,137.31,0,137.31,0,0
Lai Châu,11/02 23:00,272.13,295,265,181.0,408.0,0,408.0,0,0
Bản Chát,11/02 23:00,467.56,475,431,26.3,124.2,0,124.2,0,0
Huội Quảng,11/02 23:00,368.21,370,368,305.0,368.0,0,368.0,0,0
Sơn La,11/02 23:00,208.15,215,175,1172.0,1172.0,0,1172.0,0,0
Hòa Bình,11/02 22:00,111.2,117,80,430.0,228.0,0,228.0,0,0
Thác Bà,11/02 23:00,53.47,58,46,63.0,0.0,0,0.0,0,0
Lai Châu,12/02 23:00,269.82,295,265,20.0,462.0,0,462.0,0,0
Bản Chát,12/02 23:00,467.4,475,431,17.1,246.6,0,246.6,0,0
Huội Quảng,12/02 23:00,368.03,370,368,247.2,298.2,0,298.2,0,0
Sơn La,12/02 23:00,208.3,215,175,1648.0,263.0,0,263.0,0,0
Hòa Bình,12/02 22:00,111.47,117,80,40.0,227.0,0,227.0,0,0
Thác Bà,12/02 23:00,53.4,58,46,59.0,460.57,0,460.57,0,0
Lai Châu,13/02 23:00,270.27,295,265,60.0,0.0,0,0.0,0,0
Bản Chát,13/02 23:00,467.17,475,431,15.0,259.0,0,259.0,0,0
Huội Quảng,13/02 23:00,368.76,370,368,196.4,236.2,0,236.2,0,0
Sơn La,13/02 23:00,208.08,215,175,101.0,1097.0,0,1097.0,0,0
Hòa Bình,13/02 22:00,111.61,117,80,111.0,636.0,0,636.0,0,0
Thác Bà,13/02 23:00,53.28,58,46,56.0,462.96,0,462.96,0,0
Lai Châu,14/02 23:00,270.99,295,265,572.0,0.0,0,0.0,0,0
Bản Chát,14/02 23:00,466.96,475,431,23.6,35.4,0,35.4,0,0
Huội Quảng,14/02 23:00,369.05,370,368,142.3,91.5,0,91.5,0,0
Sơn La,14/02 23:00,208.07,215,175,206.0,0.0,0,0.0,0,0
Hòa Bình,14/02 22:00,111.46,117,80,40.0,250.0,0,250.0,0,0
Thác Bà,14/02 23:00,53.22,58,46,63.0,0.0,0,0.0,0,0
Lai Châu,15/02 23:00,272.15,295,265,458.0,0.0,0,0.0,0,0
Bản Chát,15/02 23:00,466.77,475,431,13.1,74.5,0,74.5,0,0
Huội Quảng,15/02 23:00,368.94,370,368,12.9,109.2,0,109.2,0,0
Sơn La,15/02 23:00,207.98,215,175,224.0,0.0,0,0.0,0,0
Hòa Bình,15/02 22:00,111.24,117,80,413.0,666.0,0,666.0,0,0
Thác Bà,15/02 23:00,53.21,58,46,65.0,0.0,0,0.0,0,0
Lai Châu,16/02 23:00,273.24,295,265,800.0,0.0,0,0.0,0,0
Bản Chát,16/02 23:00,466.61,475,431,16.8,149.3,0,149.3,0,0
Huội Quảng,16/02 23:00,368.83,370,368,276.3,214.0,0,214.0,0,0
Sơn La,16/02 23:00,207.91,215,175,702.0,28.0,0,28.0,0,0
Hòa Bình,16/02 22:00,111.09,117,80,245.0,1042.0,0,1042.0,0,0
Thác Bà,16/02 23:00,53.03,58,46,60.0,455.13,0,455.13,0,0
Lai Châu,17/02 23:00,274.28,295,265,60.0,0.0,0,0.0,0,0
Bản Chát,17/02 23:00,466.37,475,431,22.3,261.4,0,261.4,0,0
Huội Quảng,17/02 23:00,368.35,370,368,324.3,352.8,0,352.8,0,0
Sơn La,17/02 23:00,207.74,215,175,229.0,335.0,0,335.0,0,0
Hòa Bình,17/02 22:00,110.71,117,80,376.0,1076.0,0,1076.0,0,0
Thác Bà,17/02 23:00,52.82,58,46,40.0,455.09,0,455.09,0,0
Lai Châu,18/02 23:00,274.64,295,265,60.0,0.0,0,0.0,0,0
Bản Chát,18/02 23:00,466.1,475,431,20.7,259.9,0,259.9,0,0
Huội Quảng,18/02 23:00,368.37,370,368,259.4,366.7,0,366.7,0,0
Sơn La,18/02 23:00,207.71,215,175,268.0,0.0,0,0.0,0,0
Hòa Bình,18/02 22:00,110.68,117,80,685.0,1115.0,0,1115.0,0,0
Thác Bà,18/02 23:00,52.64,58,46,53.0,458.54,0,458.54,0,0
Lai Châu,19/02 23:00,274.91,295,265,344.0,0.0,0,0.0,0,0
Bản Chát,19/02 23:00,465.91,475,431,13.8,233.0,0,233.0,0,0
Huội Quảng,19/02 23:00,368.3,370,368,235.4,331.5,0,331.5,0,0
Sơn La,19/02 23:00,207.73,215,175,556.0,0.0,0,0.0,0,0
Hòa Bình,19/02 22:00,110.5,117,80,293.0,363.0,0,363.0,0,0
Thác Bà,19/02 23:00,52.45,58,46,57.0,458.02,0,458.02,0,0
Lai Châu,20/02 23:00,275.78,295,265,70.0,0.0,0,0.0,0,0
Bản Chát,20/02 23:00,465.66,475,431,20.7,246.8,0,246.8,0,0
Huội Quảng,20/02 23:00,368.38,370,368,207.9,0.0,0,0.0,0,0
Sơn La,20/02 23:00,207.53,215,175,286.0,1197.0,0,1197.0,0,0
Hòa Bình,20/02 22:00,110.15,117,80,40.0,726.0,0,726.0,0,0
Thác Bà,20/02 23:00,52.24,58,46,52.0,457.62,0,457.62,0,0
Lai Châu,21/02 23:00,276.48,295,265,474.0,0.0,0,0.0,0,0
Bản Chát,21/02 23:00,465.32,475,431,10.8,264.7,0,264.7,0,0
Huội Quảng,21/02 23:00,368.54,370,368,287.6,316.0,0,316.0,0,0
Sơn La,21/02 23:00,207.28,215,175,380.0,430.0,0,430.0,0,0
Hòa Bình,21/02 22:00,110.1,117,80,194.0,714.0,0,714.0,0,0
Thác Bà,21/02 23:00,52.12,58,46,56.0,0.0,0,0.0,0,0
Lai Châu,22/02 23:00,276.99,295,265,70.0,0.0,0,0.0,0,0
Bản Chát,22/02 23:00,465.03,475,431,13.8,260.8,0,260.8,0,0
Huội Quảng,22/02 23:00,368.33,370,368,269.2,365.2,0,365.2,0,0
Sơn La,22/02 23:00,207.1,215,175,386.0,836.0,0,836.0,0,0
Hòa Bình,22/02 22:00,110.2,117,80,383.0,543.0,0,543.0,0,0
Thác Bà,22/02 23:00,52.1,58,46,63.0,0.0,0,0.0,0,0
Lai Châu,23/02 23:00,277.38,295,265,70.0,0.0,0,0.0,0,0
Bản Chát,23/02 23:00,464.75,475,431,17.9,266.5,0,266.5,0,0
Huội Quảng,23/02 23:00,368.2,370,368,266.8,126.4,0,126.4,0,0
Sơn La,23/02 23:00,206.88,215,175,455.0,670.0,0,670.0,0,0
Hòa Bình,23/02 22:00,110.24,117,80,40.0,265.0,0,265.0,0,0
Thác Bà,23/02 23:00,52.05,58,46,68.0,147.66,0,147.66,0,0
Lai Châu,24/02 22:00,277.64,295,265,137.0,0.0,0,0.0,0,0
Bản Chát,24/02 23:00,464.51,475,431,20.1,255.2,0,255.2,0,0
Huội Quảng,24/02 23:00,368.67,370,368,309.3,0.0,0,0.0,0,0
Sơn La,24/02 23:00,206.8,215,175,121.0,0.0,0,0.0,0,0
Hòa Bình,24/02 22:00,110.21,117,80,100.0,350.0,0,350.0,0,0
Thác Bà,24/02 23:00,52.02,58,46,45.0,0.0,0,0.0,0,0
Lai Châu,25/02 23:00,278.8,295,265,675.0,0.0,0,0.0,0,0
Bản Chát,25/02 23:00,464.28,475,431,30.5,265.6,0,265.6,0,0
Huội Quảng,25/02 23:00,369.01,370,368,296.8,302.9,0,302.9,0,0
Sơn La,25/02 23:00,206.65,215,175,190.0,0.0,0,0.0,0,0
Hòa Bình,25/02 22:00,110.14,117,80,194.0,264.0,0,264.0,0,0
Thác Bà,25/02 23:00,52.02,58,46,50.0,0.0,0,0.0,0,0
Lai Châu,26/02 23:00,279.52,295,265,541.0,0.0,0,0.0,0,0
Bản Chát,26/02 23:00,464.19,475,431,16.0,0.0,0,0.0,0,0
Huội Quảng,26/02 23:00,369.07,370,368,28.7,34.8,0,34.8,0,0
Sơn La,26/02 23:00,206.48,215,175,331.0,0.0,0,0.0,0,0
Hòa Bình,26/02 22:00,110.2,117,80,283.0,263.0,0,263.0,0,0
Thác Bà,26/02 23:00,52.03,58,46,56.0,0.0,0,0.0,0,0
Lai Châu,27/02 23:00,280.13,295,265,396.0,0.0,0,0.0,0,0
Bản Chát,27/02 23:00,463.88,475,431,12.9,269.4,0,269.4,0,0
Huội Quảng,27/02 23:00,369.05,370,368,253.5,271.0,0,271.0,0,0
Sơn La,27/02 23:00,206.33,215,175,385.0,385.0,0,385.0,0,0
Hòa Bình,27/02 22:00,110.28,117,80,207.0,367.0,0,367.0,0,0
Thác Bà,27/02 23:00,51.96,58,46,69.0,0.0,0,0.0,0,0
Lai Châu,28/02 23:00,280.63,295,265,474.0,0.0,0,0.0,0,0
Bản Chát,28/02 23:00,463.53,475,431,18.2,268.1,0,268.1,0,0
Huội Quảng,28/02 23:00,368.77,370,368,287.8,361.3,0,361.3,0,0
Sơn La,28/02 23:00,206.07,215,175,488.0,557.0,0,557.0,0,0
Hòa Bình,28/02 22:00,110.1,117,80,592.0,572.0,0,572.0,0,0
Thác Bà,28/02 23:00,51.94,58,46,50.0,0.0,0,0.0,0,0
Lai Châu,01/03 23:00,281.61,295,265,867.0,0.0,0,0.0,0,0
Bản Chát,01/03 23:00,463.21,475,431,17.2,174.1,0,174.1,0,0
Huội Quảng,01/03 23:00,368.85,370,368,208.0,0.0,0,0.0,0,0
Sơn La,01/03 23:00,205.7,215,175,311.0,1073.0,0,1073.0,0,0
Hòa Bình,01/03 19:00,110.21,117,80,1810.0,1250.0,0,1250.0,0,0
Thác Bà,01/03 23:00,51.92,58,46,50.0,0.0,0,0.0,0,0
Lai Châu,02/03 23:00,282.43,295,265,474.0,0.0,0,0.0,0,0
Bản Chát,02/03 23:00,462.92,475,431,17.2,151.2,0,151.2,0,0
Huội Quảng,02/03 23:00,368.28,370,368,198.7,159.7,0,159.7,0,0
Sơn La,02/03 23:00,205.39,215,175,475.0,938.0,0,938.0,0,0
Hòa Bình,02/03 19:00,110.22,117,80,2400.0,1533.0,0,1533.0,0,0
Thác Bà,02/03 23:00,51.89,58,46,55.0,0.0,0,0.0,0,0
Lai Châu,03/03 23:00,283.4,295,265,317.0,0.0,0,0.0,0,0
Bản Chát,03/03 23:00,462.61,475,431,12.0,74.7,0,74.7,0,0
Huội Quảng,03/03 23:00,368.72,370,368,231.5,248.7,0,248.7,0,0
Sơn La,03/03 23:00,205.2,215,175,280.0,0.0,0,0.0,0,0
Hòa Bình,03/03 23:00,110.25,117,80,1362.0,586.0,0,586.0,0,0
Thác Bà,03/03 23:00,51.84,58,46,60.0,116.73,0,116.73,0,0
Lai Châu,04/03 23:00,284.18,295,265,239.0,0.0,0,0.0,0,0
Bản Chát,04/03 23:00,462.43,475,431,21.8,0.0,0,0.0,0,0
Huội Quảng,04/03 23:00,368.8,370,368,39.1,0.0,0,0.0,0,0
Sơn La,04/03 23:00,204.92,215,175,85.0,149.0,0,149.0,0,0
Hòa Bình,04/03 23:00,110.52,117,80,1874.0,234.0,0,234.0,0,0
Thác Bà,04/03 23:00,51.81,58,46,60.0,0.0,0,0.0,0,0
Lai Châu,05/03 23:00,284.82,295,265,317.0,0.0,0,0.0,0,0
Bản Chát,05/03 23:00,462.33,475,431,8.8,0.0,0,0.0,0,0
